Format Version,1.23,Take Name,Paola_pasillo_002,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2022-10-14 05.37.29.050 P. M.,Total Frames in Take,1773,Total Exported Frames,1773,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
223,2.230000,-0.006791,0.842930,1.155872,-0.054479,0.672523,1.260865,0.030707,0.284884,1.330174,0.195813,0.091811,1.402757,0.026436,0.428682,1.265873,0.117634,0.092878,1.370369,0.079226,0.046597,1.253632,0.248805,0.846038,1.096519,0.330732,0.693573,1.144226,0.298509,0.262024,1.182193,0.217275,0.065562,1.308077,0.258572,0.434360,1.143712,0.257407,0.080967,1.248006,0.197569,0.057181,1.115698,0.158323,0.899027,1.310903
224,2.240000,-0.006157,0.842576,1.155571,-0.054237,0.672349,1.260263,0.029869,0.285023,1.328589,0.195627,0.093006,1.402190,0.025506,0.428238,1.263811,0.117284,0.093486,1.369762,0.078971,0.046583,1.253325,0.249209,0.845273,1.095371,0.330893,0.692469,1.143433,0.297839,0.260647,1.183010,0.216988,0.064579,1.309296,0.258368,0.433341,1.144839,0.256839,0.080053,1.249056,0.196526,0.056073,1.117150,0.159354,0.898595,1.310037
225,2.250000,-0.005442,0.842181,1.155245,-0.054083,0.672185,1.259519,0.028582,0.285234,1.326555,0.195001,0.094438,1.401447,0.024037,0.427962,1.261033,0.116634,0.094286,1.369038,0.078610,0.046564,1.252920,0.249724,0.844411,1.094169,0.331110,0.691356,1.142749,0.297313,0.259243,1.183946,0.216695,0.063354,1.310270,0.258326,0.432315,1.146252,0.256334,0.079035,1.249946,0.195716,0.055051,1.118288,0.160432,0.898152,1.309160
226,2.260000,-0.004652,0.841745,1.154914,-0.054021,0.672023,1.258639,0.026798,0.285522,1.324032,0.193874,0.096148,1.400521,0.021982,0.427864,1.257513,0.115631,0.095300,1.368168,0.078174,0.046565,1.252474,0.250345,0.843474,1.092959,0.331405,0.690301,1.142157,0.297012,0.257900,1.184932,0.216488,0.061998,1.311097,0.258467,0.431321,1.147803,0.255959,0.077992,1.250749,0.195089,0.054186,1.119229,0.161532,0.897694,1.308308
227,2.270000,-0.003796,0.841260,1.154593,-0.054051,0.671850,1.257645,0.024472,0.285904,1.321009,0.192178,0.098149,1.399391,0.019263,0.427930,1.253365,0.114244,0.096550,1.367098,0.077694,0.046620,1.252041,0.251072,0.842489,1.091784,0.331834,0.689361,1.141616,0.296925,0.256630,1.185885,0.216434,0.060602,1.311830,0.258803,0.430387,1.149374,0.255761,0.076969,1.251499,0.194641,0.053493,1.120038,0.162622,0.897218,1.307504
228,2.280000,-0.002891,0.840717,1.154295,-0.054185,0.671662,1.256574,0.021579,0.286398,1.317484,0.189908,0.100462,1.398069,0.015889,0.428045,1.248806,0.112461,0.098036,1.365781,0.077052,0.046731,1.251548,0.251918,0.841478,1.090673,0.332435,0.688582,1.141099,0.297032,0.255450,1.186742,0.216568,0.059231,1.312479,0.259354,0.429541,1.150896,0.255746,0.075966,1.252178,0.194363,0.052947,1.120739,0.163666,0.896720,1.306754
229,2.290000,-0.001962,0.840111,1.154028,-0.054449,0.671456,1.255463,0.018129,0.287002,1.313479,0.187118,0.103122,1.396610,0.012038,0.428070,1.243934,0.110268,0.099720,1.364193,0.076050,0.046895,1.250839,0.252841,0.840503,1.089648,0.333198,0.687989,1.140612,0.297322,0.254353,1.187484,0.216866,0.057924,1.313050,0.260161,0.428827,1.152369,0.255871,0.074975,1.252767,0.194228,0.052517,1.121349,0.164632,0.896193,1.306065
230,2.300000,-0.001041,0.839432,1.153789,-0.054693,0.671195,1.254355,0.014170,0.287699,1.309047,0.183821,0.106058,1.395025,0.008024,0.427861,1.238729,0.107664,0.101537,1.362306,0.074596,0.047126,1.249777,0.253747,0.839676,1.088734,0.334070,0.687567,1.140173,0.297778,0.253332,1.188123,0.217262,0.056707,1.313546,0.261176,0.428234,1.153762,0.256089,0.074034,1.253279,0.194194,0.052174,1.121878,0.165498,0.895627,1.305435
231,2.310000,-0.000156,0.838674,1.153567,-0.054716,0.670849,1.253288,0.009761,0.288461,1.304278,0.179999,0.109102,1.393276,0.004015,0.427383,1.233301,0.104650,0.103368,1.360126,0.072684,0.047434,1.248306,0.254592,0.839027,1.087950,0.335029,0.687281,1.139795,0.298373,0.252407,1.188682,0.217676,0.055607,1.313972,0.262356,0.427730,1.155049,0.256347,0.073190,1.253728,0.194223,0.051900,1.122325,0.166257,0.895022,1.304868
232,2.320000,0.000669,0.837833,1.153339,-0.054649,0.670455,1.252288,0.004981,0.289252,1.299286,0.175658,0.112047,1.391321,-0.000191,0.426952,1.227849,0.101254,0.105068,1.357660,0.070273,0.047813,1.246386,0.255385,0.838519,1.087300,0.336076,0.687115,1.139494,0.299051,0.251591,1.189189,0.218048,0.054636,1.314330,0.263693,0.427329,1.156250,0.256595,0.072464,1.254113,0.194282,0.051681,1.122691,0.166918,0.894389,1.304371
233,2.330000,0.001418,0.836918,1.153078,-0.054688,0.670055,1.251377,-0.000072,0.290034,1.294186,0.170822,0.114661,1.389113,-0.004568,0.426749,1.222472,0.097555,0.106483,1.354875,0.067260,0.048281,1.243943,0.256120,0.838120,1.086770,0.337170,0.687051,1.139287,0.299728,0.250875,1.189659,0.218347,0.053799,1.314624,0.265077,0.427024,1.157354,0.256805,0.071865,1.254437,0.194351,0.051507,1.122980,0.167480,0.893752,1.303941
234,2.340000,0.002084,0.835959,1.152757,-0.054813,0.669662,1.250555,-0.005302,0.290770,1.289082,0.165521,0.116719,1.386609,-0.008839,0.426709,1.217253,0.093466,0.107540,1.351734,0.063491,0.048868,1.240924,0.256785,0.837811,1.086335,0.338235,0.687069,1.139180,0.300348,0.250257,1.190099,0.218576,0.053120,1.314873,0.266394,0.426793,1.158335,0.256968,0.071384,1.254705,0.194415,0.051372,1.123202,0.167931,0.893139,1.303564
235,2.350000,0.002655,0.835001,1.152365,-0.054936,0.669291,1.249792,-0.010632,0.291425,1.284057,0.159723,0.117970,1.383719,-0.012964,0.426906,1.212315,0.088704,0.108269,1.348194,0.058815,0.049579,1.237305,0.257367,0.837577,1.085975,0.339220,0.687146,1.139158,0.300887,0.249748,1.190500,0.218748,0.052612,1.315098,0.267586,0.426611,1.159181,0.257087,0.071004,1.254923,0.194466,0.051269,1.123366,0.168256,0.892582,1.303227
236,2.360000,0.003119,0.834096,1.151910,-0.055038,0.668979,1.249053,-0.016011,0.291971,1.279150,0.153384,0.118213,1.380332,-0.016956,0.427367,1.207865,0.083153,0.108636,1.344217,0.053130,0.050411,1.233047,0.257865,0.837407,1.085677,0.340117,0.687256,1.139199,0.301337,0.249346,1.190858,0.218875,0.052239,1.315300,0.268600,0.426451,1.159884,0.257166,0.070710,1.255098,0.194495,0.051191,1.123479,0.168442,0.892108,1.302916
237,2.370000,0.003474,0.833295,1.151405,-0.055168,0.668787,1.248304,-0.021429,0.292389,1.274360,0.146544,0.117424,1.376441,-0.020703,0.428007,1.203980,0.076875,0.108555,1.339782,0.046404,0.051359,1.228117,0.258272,0.837299,1.085424,0.340912,0.687370,1.139278,0.301691,0.249045,1.191184,0.218962,0.051965,1.315479,0.269421,0.426309,1.160473,0.257211,0.070488,1.255239,0.194498,0.051130,1.123550,0.168484,0.891735,1.302622
238,2.380000,0.003722,0.832647,1.150851,-0.055376,0.668766,1.247511,-0.026843,0.292711,1.269708,0.139180,0.115608,1.372035,-0.024046,0.428741,1.200533,0.069918,0.107990,1.334879,0.038679,0.052399,1.222510,0.258575,0.837256,1.085203,0.341553,0.687473,1.139386,0.301952,0.248842,1.191506,0.219020,0.051779,1.315648,0.270047,0.426202,1.161003,0.257226,0.070326,1.255353,0.194468,0.051081,1.123581,0.168382,0.891472,1.302333
239,2.390000,0.003862,0.832187,1.150245,-0.055701,0.668942,1.246649,-0.032195,0.292989,1.265211,0.131231,0.112803,1.367100,-0.026974,0.429522,1.197441,0.062320,0.106954,1.329513,0.030151,0.053516,1.216301,0.258768,0.837283,1.085005,0.342004,0.687577,1.139521,0.302131,0.248738,1.191858,0.219067,0.051675,1.315820,0.270475,0.426136,1.161518,0.257221,0.070213,1.255446,0.194422,0.051036,1.123577,0.168139,0.891322,1.302041
240,2.400000,0.003890,0.831929,1.149583,-0.056191,0.669322,1.245707,-0.037491,0.293227,1.260842,0.122767,0.109207,1.361726,-0.029584,0.430352,1.194662,0.054133,0.105489,1.323703,0.021056,0.054700,1.209598,0.258848,0.837384,1.084825,0.342260,0.687698,1.139679,0.302251,0.248732,1.192257,0.219127,0.051660,1.316013,0.270757,0.426133,1.162064,0.257203,0.070139,1.255520,0.194402,0.050985,1.123551,0.167753,0.891281,1.301738
241,2.410000,0.003794,0.831865,1.148869,-0.056842,0.669886,1.244666,-0.042723,0.293430,1.256619,0.113895,0.105058,1.356025,-0.031948,0.431208,1.192153,0.045443,0.103655,1.317487,0.011471,0.055908,1.202412,0.258807,0.837559,1.084663,0.342320,0.687842,1.139861,0.302334,0.248823,1.192701,0.219219,0.051739,1.316241,0.270952,0.426206,1.162672,0.257177,0.070096,1.255579,0.194413,0.050919,1.123508,0.167222,0.891344,1.301423
242,2.420000,0.003560,0.831970,1.148108,-0.057610,0.670585,1.243518,-0.047865,0.293637,1.252585,0.104606,0.100474,1.350021,-0.034114,0.432050,1.189877,0.036343,0.101531,1.310911,0.001485,0.057116,1.194756,0.258637,0.837806,1.084522,0.342185,0.688013,1.140071,0.302376,0.249000,1.193181,0.219329,0.051895,1.316505,0.271010,0.426324,1.163305,0.257144,0.070080,1.255626,0.194416,0.050835,1.123441,0.166536,0.891502,1.301095
243,2.430000,0.003175,0.832209,1.147298,-0.058501,0.671368,1.242279,-0.052966,0.293819,1.248653,0.094876,0.095551,1.343735,-0.036113,0.432835,1.187798,0.026926,0.099220,1.304034,-0.008666,0.058332,1.186685,0.258331,0.838124,1.084409,0.341852,0.688209,1.140316,0.302368,0.249243,1.193689,0.219407,0.052049,1.316734,0.270870,0.426458,1.163931,0.257103,0.070084,1.255664,0.194386,0.050731,1.123342,0.165680,0.891748,1.300754
244,2.440000,0.002627,0.832548,1.146430,-0.059560,0.672214,1.240972,-0.058149,0.293881,1.244678,0.084808,0.090503,1.337279,-0.037963,0.433528,1.185881,0.017304,0.096818,1.296921,-0.018652,0.059565,1.178305,0.257885,0.838507,1.084330,0.341325,0.688435,1.140607,0.302305,0.249534,1.194230,0.219364,0.052050,1.316787,0.270615,0.426623,1.164571,0.257051,0.070103,1.255698,0.194319,0.050603,1.123202,0.164635,0.892068,1.300400
245,2.450000,0.001906,0.832952,1.145511,-0.060807,0.673109,1.239598,-0.063455,0.293800,1.240607,0.074493,0.085501,1.330753,-0.039665,0.434100,1.184092,0.007601,0.094400,1.289654,-0.028152,0.060808,1.169788,0.257298,0.838952,1.084297,0.340622,0.688709,1.140961,0.302163,0.249839,1.194811,0.219195,0.051895,1.316673,0.270332,0.426833,1.165253,0.256984,0.070134,1.255734,0.194213,0.050441,1.123007,0.163385,0.892448,1.300035
246,2.460000,0.001003,0.833379,1.144547,-0.062239,0.674024,1.238160,-0.068822,0.293639,1.236472,0.064003,0.080645,1.324226,-0.041291,0.434582,1.182445,-0.002072,0.092047,1.282321,-0.036973,0.062004,1.161249,0.256571,0.839456,1.084322,0.339761,0.689034,1.141393,0.301916,0.250127,1.195439,0.218990,0.051729,1.316544,0.269932,0.427058,1.165978,0.256902,0.070174,1.255772,0.194063,0.050229,1.122753,0.161908,0.892875,1.299654
247,2.470000,-0.000090,0.833794,1.143541,-0.063843,0.674931,1.236668,-0.074177,0.293457,1.232346,0.053456,0.076024,1.317774,-0.043001,0.435071,1.181010,-0.011606,0.089835,1.275024,-0.045037,0.063094,1.152782,0.255699,0.839986,1.084407,0.338742,0.689394,1.141919,0.301585,0.250427,1.196130,0.218794,0.051619,1.316462,0.269374,0.427291,1.166760,0.256803,0.070224,1.255816,0.193862,0.049943,1.122425,0.160182,0.893341,1.299252
248,2.480000,-0.001378,0.834170,1.142492,-0.065606,0.675816,1.235129,-0.079449,0.293299,1.228313,0.043028,0.071746,1.311506,-0.044856,0.435606,1.179824,-0.020876,0.087801,1.267864,-0.052425,0.064086,1.144502,0.254660,0.840482,1.084538,0.337559,0.689768,1.142553,0.301213,0.250770,1.196890,0.218603,0.051547,1.316413,0.268733,0.427561,1.167631,0.256690,0.070282,1.255863,0.193629,0.049621,1.122062,0.158208,0.893836,1.298841
249,2.490000,-0.002864,0.834483,1.141399,-0.067505,0.676681,1.233541,-0.084563,0.293181,1.224429,0.032970,0.067950,1.305589,-0.046827,0.436158,1.178898,-0.029761,0.085958,1.260935,-0.059239,0.064997,1.136516,0.253450,0.840912,1.084712,0.336216,0.690144,1.143305,0.300829,0.251163,1.197713,0.218418,0.051496,1.316388,0.268035,0.427871,1.168606,0.256566,0.070347,1.255917,0.193409,0.049356,1.121775,0.155990,0.894346,1.298428
250,2.500000,-0.004555,0.834706,1.140258,-0.069568,0.677515,1.231928,-0.089455,0.293074,1.220735,0.023478,0.064664,1.300102,-0.048894,0.436690,1.178247,-0.038162,0.084315,1.254319,-0.065430,0.065741,1.128936,0.252095,0.841281,1.084927,0.334715,0.690537,1.144187,0.300434,0.251611,1.198592,0.218236,0.051455,1.316380,0.267268,0.428212,1.169683,0.256434,0.070417,1.255978,0.193215,0.049185,1.121613,0.153527,0.894863,1.298014
251,2.510000,-0.006439,0.834887,1.139046,-0.071873,0.678299,1.230327,-0.094079,0.292942,1.217273,0.014676,0.061839,1.295046,-0.050949,0.437104,1.177844,-0.045998,0.082869,1.248088,-0.070947,0.066251,1.121851,0.250605,0.841600,1.085187,0.333047,0.690962,1.145205,0.300002,0.252122,1.199531,0.218060,0.051418,1.316385,0.266384,0.428555,1.170825,0.256293,0.070489,1.256044,0.193038,0.049089,1.121560,0.150818,0.895374,1.297601
252,2.520000,-0.008480,0.835157,1.137722,-0.074450,0.679008,1.228763,-0.098394,0.292758,1.214085,0.006651,0.059444,1.290429,-0.052856,0.437359,1.177529,-0.053200,0.081592,1.242289,-0.075801,0.066525,1.115309,0.248971,0.841880,1.085502,0.331218,0.691412,1.146348,0.299522,0.252692,1.200532,0.217877,0.051389,1.316400,0.265337,0.428879,1.171991,0.256140,0.070564,1.256118,0.192869,0.049059,1.121607,0.147858,0.895869,1.297190
253,2.530000,-0.010671,0.835558,1.136262,-0.077238,0.679612,1.227215,-0.102368,0.292497,1.211212,-0.000509,0.057464,1.286276,-0.054694,0.437557,1.177216,-0.059714,0.080447,1.236952,-0.079996,0.066550,1.109335,0.247172,0.842134,1.085880,0.329240,0.691880,1.147598,0.298967,0.253274,1.201570,0.217671,0.051382,1.316422,0.264136,0.429205,1.173178,0.255974,0.070645,1.256198,0.192707,0.049074,1.121720,0.144641,0.896342,1.296780
254,2.540000,-0.013025,0.836060,1.134662,-0.080185,0.680102,1.225651,-0.105985,0.292138,1.208677,-0.006787,0.055824,1.282584,-0.056585,0.437689,1.177073,-0.065508,0.079421,1.232105,-0.083528,0.066325,1.103951,0.245203,0.842375,1.086322,0.327104,0.692355,1.148938,0.298326,0.253849,1.202616,0.217425,0.051408,1.316449,0.262840,0.429550,1.174355,0.255791,0.070737,1.256283,0.192562,0.049103,1.121836,0.141167,0.896784,1.296370
255,2.550000,-0.015556,0.836647,1.132921,-0.083296,0.680489,1.224066,-0.109230,0.291658,1.206487,-0.012215,0.054394,1.279319,-0.058556,0.437698,1.177202,-0.070408,0.078373,1.227798,-0.086397,0.065858,1.099184,0.243074,0.842598,1.086820,0.324799,0.692835,1.150356,0.297628,0.254470,1.203665,0.217141,0.051464,1.316479,0.261507,0.429917,1.175475,0.255585,0.070848,1.256370,0.192433,0.049133,1.121927,0.137438,0.897192,1.295956
256,2.560000,-0.018252,0.837252,1.131078,-0.086572,0.680782,1.222455,-0.112087,0.291041,1.204645,-0.016779,0.053131,1.276488,-0.060519,0.437537,1.177522,-0.074237,0.077166,1.224087,-0.088626,0.065136,1.095064,0.240789,0.842794,1.087363,0.322303,0.693324,1.151846,0.296854,0.255137,1.204699,0.216826,0.051543,1.316513,0.260071,0.430300,1.176538,0.255354,0.070987,1.256458,0.192312,0.049166,1.121998,0.133462,0.897570,1.295538
257,2.570000,-0.021079,0.837758,1.129204,-0.090043,0.681007,1.220817,-0.114551,0.290289,1.203149,-0.020453,0.052041,1.274136,-0.062383,0.437162,1.177945,-0.077143,0.075946,1.220997,-0.090271,0.064165,1.091623,0.238349,0.842964,1.087943,0.319611,0.693809,1.153389,0.295962,0.255804,1.205687,0.216479,0.051644,1.316551,0.258468,0.430687,1.177544,0.255092,0.071158,1.256545,0.192196,0.049200,1.122048,0.129253,0.897919,1.295117
258,2.580000,-0.024027,0.838118,1.127338,-0.093679,0.681176,1.219139,-0.116641,0.289436,1.201980,-0.023241,0.051118,1.272281,-0.064241,0.436656,1.178485,-0.079305,0.074872,1.218543,-0.091435,0.063017,1.088880,0.235759,0.843111,1.088557,0.316734,0.694274,1.154954,0.294976,0.256487,1.206623,0.216096,0.051775,1.316593,0.256706,0.431073,1.178471,0.254794,0.071366,1.256631,0.192080,0.049236,1.122079,0.124831,0.898245,1.294694
259,2.590000,-0.027089,0.838340,1.125504,-0.097406,0.681290,1.217405,-0.118389,0.288527,1.201125,-0.025207,0.050345,1.270883,-0.066170,0.436169,1.179045,-0.080817,0.073956,1.216705,-0.092267,0.061820,1.086796,0.233021,0.843233,1.089206,0.313679,0.694706,1.156520,0.293930,0.257225,1.207504,0.215670,0.051950,1.316636,0.254783,0.431459,1.179296,0.254449,0.071618,1.256719,0.191960,0.049275,1.122090,0.120218,0.898556,1.294269
260,2.600000,-0.030256,0.838429,1.123727,-0.101267,0.681392,1.215643,-0.119861,0.287615,1.200580,-0.026520,0.049702,1.269835,-0.068066,0.435738,1.179472,-0.081837,0.073198,1.215373,-0.092902,0.060694,1.085251,0.230137,0.843332,1.089886,0.310450,0.695101,1.158085,0.292789,0.257996,1.208309,0.215190,0.052189,1.316683,0.252693,0.431844,1.180009,0.254046,0.071927,1.256809,0.191832,0.049320,1.122081,0.115447,0.898869,1.293845
261,2.610000,-0.033515,0.838401,1.122026,-0.105308,0.681545,1.213888,-0.121148,0.286756,1.200328,-0.027383,0.049181,1.269015,-0.069842,0.435337,1.179763,-0.082544,0.072591,1.214393,-0.093417,0.059668,1.084088,0.227114,0.843415,1.090586,0.307081,0.695448,1.159646,0.291521,0.258785,1.209025,0.214635,0.052510,1.316744,0.250441,0.432228,1.180605,0.253567,0.072309,1.256908,0.191687,0.049376,1.122049,0.110553,0.899202,1.293425
262,2.620000,-0.036871,0.838336,1.120373,-0.109515,0.681792,1.212162,-0.122355,0.285985,1.200302,-0.027982,0.048784,1.268350,-0.071613,0.435054,1.179982,-0.083074,0.072113,1.213651,-0.093844,0.058723,1.083179,0.223975,0.843496,1.091300,0.303586,0.695773,1.161201,0.290105,0.259605,1.209655,0.213982,0.052926,1.316830,0.248041,0.432619,1.181082,0.252997,0.072778,1.257023,0.191520,0.049451,1.121994,0.105581,0.899571,1.293007
263,2.630000,-0.040336,0.838379,1.118706,-0.113823,0.682147,1.210483,-0.123586,0.285318,1.200388,-0.028463,0.048496,1.267824,-0.073550,0.434925,1.180247,-0.083508,0.071725,1.213086,-0.094225,0.057858,1.082463,0.220744,0.843584,1.092032,0.299942,0.696136,1.162790,0.288480,0.260419,1.210197,0.213200,0.053451,1.316961,0.245476,0.433008,1.181412,0.252317,0.073351,1.257168,0.191324,0.049551,1.121917,0.100569,0.899983,1.292591
264,2.640000,-0.043915,0.838611,1.116981,-0.118180,0.682609,1.208872,-0.124914,0.284759,1.200497,-0.028909,0.048295,1.267426,-0.075732,0.434914,1.180614,-0.083898,0.071396,1.212666,-0.094610,0.057076,1.081898,0.217442,0.843677,1.092786,0.296171,0.696539,1.164424,0.286638,0.261187,1.210645,0.212209,0.054033,1.317089,0.242721,0.433375,1.181558,0.251502,0.074019,1.257356,0.191098,0.049682,1.121824,0.095547,0.900428,1.292178
265,2.650000,-0.047605,0.839046,1.115180,-0.122609,0.683174,1.207390,-0.126354,0.284280,1.200601,-0.029355,0.048161,1.267130,-0.078190,0.435011,1.181039,-0.084276,0.071102,1.212358,-0.095022,0.056355,1.081445,0.214099,0.843775,1.093555,0.292321,0.696928,1.166068,0.284613,0.261907,1.210999,0.210884,0.054535,1.317089,0.239820,0.433729,1.181547,0.250495,0.074739,1.257579,0.190849,0.049839,1.121720,0.090538,0.900877,1.291773
266,2.660000,-0.051396,0.839683,1.113295,-0.127138,0.683833,1.206092,-0.127886,0.283825,1.200680,-0.029815,0.048068,1.266912,-0.080934,0.435201,1.181513,-0.084652,0.070837,1.212128,-0.095457,0.055684,1.081066,0.210745,0.843872,1.094339,0.288419,0.697273,1.167690,0.282419,0.262584,1.211256,0.209194,0.054951,1.316967,0.236807,0.434069,1.181400,0.249224,0.075472,1.257832,0.190590,0.050014,1.121614,0.085559,0.901302,1.291386
267,2.670000,-0.055220,0.840434,1.111387,-0.131727,0.684529,1.204955,-0.129462,0.283348,1.200715,-0.030269,0.047996,1.266740,-0.083861,0.435412,1.182003,-0.085022,0.070603,1.211949,-0.095891,0.055059,1.080733,0.207392,0.843952,1.095142,0.284489,0.697565,1.169268,0.280075,0.263223,1.211423,0.207173,0.055415,1.316874,0.233672,0.434372,1.181106,0.247638,0.076204,1.258138,0.190334,0.050206,1.121515,0.080620,0.901677,1.291023
268,2.680000,-0.058959,0.841142,1.109573,-0.136248,0.685139,1.203839,-0.131029,0.282859,1.200750,-0.030678,0.047928,1.266576,-0.086764,0.435526,1.182437,-0.085365,0.070406,1.211805,-0.096297,0.054472,1.080424,0.204058,0.844005,1.095964,0.280556,0.697788,1.170777,0.277580,0.263819,1.211509,0.204794,0.055985,1.316882,0.230425,0.434622,1.180650,0.245693,0.076913,1.258524,0.190093,0.050421,1.121443,0.075729,0.901980,1.290687
269,2.690000,-0.062575,0.841735,1.107893,-0.140634,0.685593,1.202621,-0.132540,0.282379,1.200812,-0.031024,0.047852,1.266399,-0.089603,0.435540,1.182806,-0.085658,0.070243,1.211690,-0.096655,0.053922,1.080135,0.200758,0.844024,1.096798,0.276640,0.697928,1.172188,0.274898,0.264348,1.211532,0.201963,0.056647,1.316987,0.227102,0.434819,1.180011,0.243344,0.077604,1.259017,0.189885,0.050660,1.121420,0.070897,0.902196,1.290377
270,2.700000,-0.066103,0.842218,1.106326,-0.144883,0.685890,1.201303,-0.133961,0.281893,1.200873,-0.031266,0.047812,1.266250,-0.092412,0.435513,1.183130,-0.085891,0.070110,1.211600,-0.096952,0.053408,1.079871,0.197499,0.844001,1.097640,0.272755,0.697971,1.173475,0.271994,0.264789,1.211526,0.198573,0.057404,1.317201,0.223693,0.434952,1.179201,0.240569,0.078351,1.259690,0.189718,0.050923,1.121474,0.066142,0.902317,1.290096
271,2.710000,-0.069559,0.842596,1.104854,-0.148970,0.686026,1.199928,-0.135279,0.281358,1.200882,-0.031369,0.047858,1.266175,-0.095145,0.435452,1.183370,-0.086069,0.070000,1.211530,-0.097190,0.052923,1.079631,0.194285,0.843924,1.098485,0.268900,0.697894,1.174614,0.268827,0.265154,1.211559,0.194491,0.058195,1.317469,0.220096,0.434972,1.178224,0.237299,0.079181,1.260588,0.189578,0.051209,1.121644,0.061481,0.902337,1.289844
272,2.720000,-0.072948,0.842867,1.103460,-0.152890,0.686009,1.198492,-0.136512,0.280753,1.200779,-0.031401,0.047939,1.266133,-0.097798,0.435377,1.183493,-0.086206,0.069909,1.211475,-0.097383,0.052449,1.079410,0.191118,0.843785,1.099325,0.265083,0.697690,1.175599,0.265353,0.265464,1.211715,0.189561,0.058886,1.317667,0.216310,0.434861,1.177064,0.233427,0.080049,1.261722,0.189435,0.051517,1.121987,0.056932,0.902257,1.289620
273,2.730000,-0.076258,0.843031,1.102130,-0.156636,0.685851,1.197000,-0.137697,0.280103,1.200505,-0.031425,0.048007,1.266086,-0.100310,0.435264,1.183433,-0.086314,0.069837,1.211428,-0.097544,0.051963,1.079196,0.188007,0.843586,1.100147,0.261322,0.697383,1.176448,0.261563,0.265699,1.212065,0.183743,0.059483,1.317814,0.212467,0.434670,1.175759,0.228901,0.080929,1.263117,0.189232,0.051841,1.122566,0.052520,0.902097,1.289437
274,2.740000,-0.079469,0.843091,1.100852,-0.160192,0.685574,1.195472,-0.138868,0.279464,1.200011,-0.031444,0.048068,1.266032,-0.102630,0.435088,1.183138,-0.086405,0.069794,1.211381,-0.097690,0.051440,1.078972,0.184972,0.843337,1.100948,0.257643,0.696998,1.177193,0.257455,0.265847,1.212664,0.177130,0.060126,1.318066,0.208593,0.434428,1.174397,0.223715,0.081825,1.264798,0.188897,0.052172,1.123456,0.048265,0.901878,1.289304
275,2.750000,-0.082572,0.843064,1.099604,-0.163554,0.685214,1.193895,-0.140012,0.278856,1.199299,-0.031456,0.048126,1.265972,-0.104797,0.434872,1.182611,-0.086483,0.069786,1.211329,-0.097819,0.050873,1.078721,0.182035,0.843045,1.101725,0.254068,0.696533,1.177872,0.253039,0.265935,1.213550,0.169813,0.060891,1.318506,0.204655,0.434123,1.173043,0.217894,0.082746,1.266779,0.188358,0.052511,1.124729,0.044181,0.901598,1.289199
276,2.760000,-0.085541,0.842974,1.098357,-0.166716,0.684811,1.192241,-0.141110,0.278250,1.198419,-0.031455,0.048184,1.265902,-0.106826,0.434621,1.181867,-0.086546,0.069811,1.211270,-0.097907,0.050341,1.078462,0.179215,0.842710,1.102479,0.250604,0.695978,1.178518,0.248333,0.265999,1.214741,0.161851,0.061772,1.319151,0.200688,0.433762,1.171728,0.211488,0.083700,1.269067,0.187519,0.052863,1.126444,0.040275,0.901252,1.289101
277,2.770000,-0.088359,0.842873,1.097105,-0.169681,0.684394,1.190486,-0.142160,0.277644,1.197425,-0.031434,0.048246,1.265820,-0.108728,0.434333,1.180938,-0.086596,0.069865,1.211204,-0.097933,0.049957,1.078262,0.176529,0.842330,1.103214,0.247264,0.695354,1.179164,0.243353,0.266062,1.216227,0.153333,0.062784,1.320039,0.196736,0.433361,1.170468,0.204565,0.084707,1.271659,0.186251,0.053231,1.128631,0.036549,0.900852,1.289008
278,2.780000,-0.091019,0.842820,1.095872,-0.172469,0.683963,1.188622,-0.143142,0.277048,1.196350,-0.031391,0.048312,1.265722,-0.110523,0.434014,1.179859,-0.086645,0.069947,1.211134,-0.097903,0.049763,1.078155,0.173995,0.841915,1.103940,0.244068,0.694682,1.179828,0.238136,0.266135,1.217983,0.144394,0.064016,1.321243,0.192820,0.432926,1.169277,0.197203,0.085783,1.274543,0.184423,0.053609,1.131299,0.033006,0.900412,1.288920
279,2.790000,-0.093484,0.842820,1.094679,-0.175090,0.683500,1.186644,-0.144040,0.276469,1.195207,-0.031329,0.048381,1.265607,-0.112225,0.433674,1.178663,-0.086715,0.070056,1.211066,-0.097831,0.049753,1.078144,0.171626,0.841474,1.104664,0.241002,0.693957,1.180511,0.232728,0.266230,1.219960,0.135196,0.065501,1.322781,0.188953,0.432463,1.168164,0.189477,0.086954,1.277698,0.181937,0.053981,1.134434,0.029643,0.899957,1.288850
